record_id,customer_id,campaign_key,event,eventdate
73,25508,0.0,New Subscription,2018-06-22
74,25509,0.0,New Subscription,2018-06-22
75,25510,0.0,New Subscription,2018-06-22
76,25511,18060001.0,New Subscription,2018-06-22
77,25512,18060001.0,New Subscription,2018-06-22
78,25513,18060001.0,New Subscription,2018-06-22
79,25514,18060001.0,New Subscription,2018-06-22
80,25515,18060001.0,New Subscription,2018-06-22
81,25516,18060001.0,New Subscription,2018-06-22
82,25517,18060001.0,New Subscription,2018-06-22
83,25518,18060001.0,New Subscription,2018-06-22
84,25519,18060001.0,New Subscription,2018-06-22
85,25520,18060001.0,New Subscription,2018-06-22
86,25521,18060001.0,New Subscription,2018-06-22
87,25522,18060001.0,New Subscription,2018-06-22
88,25523,18060000.0,New Subscription,2018-06-22
89,25524,18060000.0,New Subscription,2018-06-22
90,25525,18060000.0,New Subscription,2018-06-22
91,25526,18060000.0,New Subscription,2018-06-22
92,25527,18060000.0,New Subscription,2018-06-22
93,25528,18060000.0,New Subscription,2018-06-22
94,25529,18060000.0,New Subscription,2018-06-22
95,25530,18060000.0,New Subscription,2018-06-22
96,25531,18060000.0,New Subscription,2018-06-22
97,25532,18060000.0,New Subscription,2018-06-22
98,25533,18060000.0,New Subscription,2018-06-22
99,25534,18060000.0,New Subscription,2018-06-22
100,25535,0.0,New Subscription,2018-06-23
101,25536,0.0,New Subscription,2018-06-23
102,25537,0.0,New Subscription,2018-06-23
103,25538,0.0,New Subscription,2018-06-23
104,25539,0.0,New Subscription,2018-06-23
105,25540,0.0,New Subscription,2018-06-23
106,25541,0.0,New Subscription,2018-06-23
107,25542,0.0,New Subscription,2018-06-23
108,25543,0.0,New Subscription,2018-06-23
109,25544,18060001.0,New Subscription,2018-06-23
110,25545,18060001.0,New Subscription,2018-06-23
111,25546,18060001.0,New Subscription,2018-06-23
112,25547,18060001.0,New Subscription,2018-06-23
113,25548,18060001.0,New Subscription,2018-06-23
114,25549,18060001.0,New Subscription,2018-06-23
115,25550,18060001.0,New Subscription,2018-06-23
116,25551,18060001.0,New Subscription,2018-06-23
117,25552,18060001.0,New Subscription,2018-06-23
118,25553,18060001.0,New Subscription,2018-06-23
119,25554,18060001.0,New Subscription,2018-06-23
120,25555,18060001.0,New Subscription,2018-06-23
121,25556,18060000.0,New Subscription,2018-06-23
122,25557,18060000.0,New Subscription,2018-06-23
123,25558,18060000.0,New Subscription,2018-06-23
124,25559,18060000.0,New Subscription,2018-06-23
125,25560,18060000.0,New Subscription,2018-06-23
126,25561,18060000.0,New Subscription,2018-06-23
127,25562,18060000.0,New Subscription,2018-06-23
128,25563,18060000.0,New Subscription,2018-06-23
129,25564,18060000.0,New Subscription,2018-06-23
130,25565,18060000.0,New Subscription,2018-06-23
131,25566,18060000.0,New Subscription,2018-06-23
132,25567,18060000.0,New Subscription,2018-06-23
133,25568,0.0,New Subscription,2018-06-24
134,25569,0.0,New Subscription,2018-06-24
135,25570,0.0,New Subscription,2018-06-24
136,25571,0.0,New Subscription,2018-06-24
137,25572,0.0,New Subscription,2018-06-24
138,25573,0.0,New Subscription,2018-06-24
139,25574,0.0,New Subscription,2018-06-24
140,25575,0.0,New Subscription,2018-06-24
141,25576,0.0,New Subscription,2018-06-24
142,25577,18060001.0,New Subscription,2018-06-24
143,25578,18060001.0,New Subscription,2018-06-24
144,25579,18060001.0,New Subscription,2018-06-24
145,25580,18060001.0,New Subscription,2018-06-24
146,25581,18060001.0,New Subscription,2018-06-24
147,25582,18060001.0,New Subscription,2018-06-24
148,25583,18060001.0,New Subscription,2018-06-24
149,25584,18060001.0,New Subscription,2018-06-24
150,25585,18060001.0,New Subscription,2018-06-24
151,25586,18060001.0,New Subscription,2018-06-24
152,25587,18060001.0,New Subscription,2018-06-24
153,25588,18060001.0,New Subscription,2018-06-24
154,25589,18060000.0,New Subscription,2018-06-24
155,25590,18060000.0,New Subscription,2018-06-24
156,25591,18060000.0,New Subscription,2018-06-24
157,25592,18060000.0,New Subscription,2018-06-24
158,25593,18060000.0,New Subscription,2018-06-24
159,25594,18060000.0,New Subscription,2018-06-24
160,25595,18060000.0,New Subscription,2018-06-24
161,25596,18060000.0,New Subscription,2018-06-24
162,25597,18060000.0,New Subscription,2018-06-24
163,25598,18060000.0,New Subscription,2018-06-24
164,25599,18060000.0,New Subscription,2018-06-24
165,25600,18060000.0,New Subscription,2018-06-24
166,25601,0.0,New Subscription,2018-06-25
167,25602,0.0,New Subscription,2018-06-25
168,25603,0.0,New Subscription,2018-06-25
169,25604,0.0,New Subscription,2018-06-25
170,25605,0.0,New Subscription,2018-06-25
171,25606,0.0,New Subscription,2018-06-25
172,25607,0.0,New Subscription,2018-06-25
173,25608,0.0,New Subscription,2018-06-25
174,25609,0.0,New Subscription,2018-06-25
175,25610,18060001.0,New Subscription,2018-06-25
176,25611,18060001.0,New Subscription,2018-06-25
177,25612,18060001.0,New Subscription,2018-06-25
178,25613,18060001.0,New Subscription,2018-06-25
179,25614,18060001.0,New Subscription,2018-06-25
180,25615,18060001.0,New Subscription,2018-06-25
181,25616,18060001.0,New Subscription,2018-06-25
182,25617,18060001.0,New Subscription,2018-06-25
183,25618,18060001.0,New Subscription,2018-06-25
184,25619,18060001.0,New Subscription,2018-06-25
185,25620,18060001.0,New Subscription,2018-06-25
186,25621,18060001.0,New Subscription,2018-06-25
187,25622,18060000.0,New Subscription,2018-06-25
188,25623,18060000.0,New Subscription,2018-06-25
189,25624,18060000.0,New Subscription,2018-06-25
190,25625,18060000.0,New Subscription,2018-06-25
191,25626,18060000.0,New Subscription,2018-06-25
192,25627,18060000.0,New Subscription,2018-06-25
193,25628,18060000.0,New Subscription,2018-06-25
194,25629,18060000.0,New Subscription,2018-06-25
195,25630,18060000.0,New Subscription,2018-06-25
196,25631,18060000.0,New Subscription,2018-06-25
197,25632,18060000.0,New Subscription,2018-06-25
198,25633,18060000.0,New Subscription,2018-06-25
199,25634,0.0,New Subscription,2018-06-26
200,25635,0.0,New Subscription,2018-06-26
201,25636,0.0,New Subscription,2018-06-26
202,25637,0.0,New Subscription,2018-06-26
203,25638,0.0,New Subscription,2018-06-26
204,25639,0.0,New Subscription,2018-06-26
205,25640,0.0,New Subscription,2018-06-26
206,25641,0.0,New Subscription,2018-06-26
207,25642,0.0,New Subscription,2018-06-26
208,25643,18060001.0,New Subscription,2018-06-26
209,25644,18060001.0,New Subscription,2018-06-26
210,25645,18060001.0,New Subscription,2018-06-26
211,25646,18060001.0,New Subscription,2018-06-26
212,25647,18060001.0,New Subscription,2018-06-26
213,25648,18060001.0,New Subscription,2018-06-26
214,25649,18060001.0,New Subscription,2018-06-26
215,25650,18060001.0,New Subscription,2018-06-26
216,25651,18060001.0,New Subscription,2018-06-26
217,25652,18060001.0,New Subscription,2018-06-26
218,25653,18060001.0,New Subscription,2018-06-26
219,25654,18060001.0,New Subscription,2018-06-26
220,25655,18060000.0,New Subscription,2018-06-26
221,25656,18060000.0,New Subscription,2018-06-26
222,25657,18060000.0,New Subscription,2018-06-26
223,25658,18060000.0,New Subscription,2018-06-26
224,25659,18060000.0,New Subscription,2018-06-26
225,25660,18060000.0,New Subscription,2018-06-26
226,25661,18060000.0,New Subscription,2018-06-26
227,25662,18060000.0,New Subscription,2018-06-26
228,25663,18060000.0,New Subscription,2018-06-26
229,25664,18060000.0,New Subscription,2018-06-26
230,25665,18060000.0,New Subscription,2018-06-26
231,25666,18060000.0,New Subscription,2018-06-26
232,25667,0.0,New Subscription,2018-06-27
233,25668,0.0,New Subscription,2018-06-27
234,25669,0.0,New Subscription,2018-06-27
235,25670,0.0,New Subscription,2018-06-27
236,25671,0.0,New Subscription,2018-06-27
237,25672,0.0,New Subscription,2018-06-27
238,25673,0.0,New Subscription,2018-06-27
239,25674,0.0,New Subscription,2018-06-27
240,25675,0.0,New Subscription,2018-06-27
241,25676,18060001.0,New Subscription,2018-06-27
242,25677,18060001.0,New Subscription,2018-06-27
243,25678,18060001.0,New Subscription,2018-06-27
244,25679,18060001.0,New Subscription,2018-06-27
245,25680,18060001.0,New Subscription,2018-06-27
246,25681,18060001.0,New Subscription,2018-06-27
247,25682,18060001.0,New Subscription,2018-06-27
248,25683,18060001.0,New Subscription,2018-06-27
249,25684,18060001.0,New Subscription,2018-06-27
250,25685,18060001.0,New Subscription,2018-06-27
251,25686,18060001.0,New Subscription,2018-06-27
252,25687,18060001.0,New Subscription,2018-06-27
253,25688,18060000.0,New Subscription,2018-06-27
254,25689,18060000.0,New Subscription,2018-06-27
255,25690,18060000.0,New Subscription,2018-06-27
256,25691,18060000.0,New Subscription,2018-06-27
257,25692,18060000.0,New Subscription,2018-06-27
258,25693,18060000.0,New Subscription,2018-06-27
259,25694,18060000.0,New Subscription,2018-06-27
260,25695,18060000.0,New Subscription,2018-06-27
261,25696,18060000.0,New Subscription,2018-06-27
262,25697,18060000.0,New Subscription,2018-06-27
263,25698,18060000.0,New Subscription,2018-06-27
264,25699,18060000.0,New Subscription,2018-06-27
265,25700,0.0,New Subscription,2018-06-28
266,25701,0.0,New Subscription,2018-06-28
267,25702,0.0,New Subscription,2018-06-28
268,25703,0.0,New Subscription,2018-06-28
269,25704,0.0,New Subscription,2018-06-28
270,25705,0.0,New Subscription,2018-06-28
271,25706,0.0,New Subscription,2018-06-28
272,25707,0.0,New Subscription,2018-06-28
273,25708,0.0,New Subscription,2018-06-28
274,25709,18060001.0,New Subscription,2018-06-28
275,25710,18060001.0,New Subscription,2018-06-28
276,25711,18060001.0,New Subscription,2018-06-28
277,25712,18060001.0,New Subscription,2018-06-28
278,25713,18060001.0,New Subscription,2018-06-28
279,25714,18060001.0,New Subscription,2018-06-28
280,25715,18060001.0,New Subscription,2018-06-28
281,25716,18060001.0,New Subscription,2018-06-28
282,25717,18060001.0,New Subscription,2018-06-28
283,25718,18060001.0,New Subscription,2018-06-28
284,25719,18060001.0,New Subscription,2018-06-28
285,25720,18060001.0,New Subscription,2018-06-28
286,25721,18060000.0,New Subscription,2018-06-28
287,25722,18060000.0,New Subscription,2018-06-28
288,25723,18060000.0,New Subscription,2018-06-28
289,25724,18060000.0,New Subscription,2018-06-28
290,25725,18060000.0,New Subscription,2018-06-28
291,25726,18060000.0,New Subscription,2018-06-28
292,25727,18060000.0,New Subscription,2018-06-28
293,25728,18060000.0,New Subscription,2018-06-28
294,25729,18060000.0,New Subscription,2018-06-28
295,25730,18060000.0,New Subscription,2018-06-28
296,25731,18060000.0,New Subscription,2018-06-28
297,25732,18060000.0,New Subscription,2018-06-28
298,25733,0.0,New Subscription,2018-06-29
299,25734,0.0,New Subscription,2018-06-29
300,25735,0.0,New Subscription,2018-06-29
301,25736,0.0,New Subscription,2018-06-29
302,25737,0.0,New Subscription,2018-06-29
303,25738,0.0,New Subscription,2018-06-29
304,25739,0.0,New Subscription,2018-06-29
305,25740,0.0,New Subscription,2018-06-29
306,25741,0.0,New Subscription,2018-06-29
307,25742,18060001.0,New Subscription,2018-06-29
308,25743,18060001.0,New Subscription,2018-06-29
309,25744,18060001.0,New Subscription,2018-06-29
310,25745,18060001.0,New Subscription,2018-06-29
311,25746,18060001.0,New Subscription,2018-06-29
312,25747,18060001.0,New Subscription,2018-06-29
313,25748,18060001.0,New Subscription,2018-06-29
314,25749,18060001.0,New Subscription,2018-06-29
315,25750,18060001.0,New Subscription,2018-06-29
316,25751,18060001.0,New Subscription,2018-06-29
317,25752,18060001.0,New Subscription,2018-06-29
318,25753,18060001.0,New Subscription,2018-06-29
319,25754,18060000.0,New Subscription,2018-06-29
320,25755,18060000.0,New Subscription,2018-06-29
321,25756,18060000.0,New Subscription,2018-06-29
322,25757,18060000.0,New Subscription,2018-06-29
323,25758,18060000.0,New Subscription,2018-06-29
324,25759,18060000.0,New Subscription,2018-06-29
325,25760,18060000.0,New Subscription,2018-06-29
326,25761,18060000.0,New Subscription,2018-06-29
327,25762,18060000.0,New Subscription,2018-06-29
328,25763,18060000.0,New Subscription,2018-06-29
329,25764,18060000.0,New Subscription,2018-06-29
330,25765,18060000.0,New Subscription,2018-06-29
331,25766,0.0,New Subscription,2018-06-30
332,25767,0.0,New Subscription,2018-06-30
333,25768,0.0,New Subscription,2018-06-30
334,25769,0.0,New Subscription,2018-06-30
335,25770,0.0,New Subscription,2018-06-30
336,25771,0.0,New Subscription,2018-06-30
337,25772,0.0,New Subscription,2018-06-30
338,25773,0.0,New Subscription,2018-06-30
339,25774,0.0,New Subscription,2018-06-30
340,25775,18060001.0,New Subscription,2018-06-30
341,25776,18060001.0,New Subscription,2018-06-30
342,25777,18060001.0,New Subscription,2018-06-30
343,25778,18060001.0,New Subscription,2018-06-30
344,25779,18060001.0,New Subscription,2018-06-30
345,25780,18060001.0,New Subscription,2018-06-30
346,25781,18060001.0,New Subscription,2018-06-30
347,25782,18060001.0,New Subscription,2018-06-30
348,25783,18060001.0,New Subscription,2018-06-30
349,25784,18060001.0,New Subscription,2018-06-30
350,25785,18060001.0,New Subscription,2018-06-30
351,25786,18060001.0,New Subscription,2018-06-30
352,25787,18060000.0,New Subscription,2018-06-30
353,25788,18060000.0,New Subscription,2018-06-30
354,25789,18060000.0,New Subscription,2018-06-30
355,25790,18060000.0,New Subscription,2018-06-30
356,25791,18060000.0,New Subscription,2018-06-30
357,25792,18060000.0,New Subscription,2018-06-30
358,25793,18060000.0,New Subscription,2018-06-30
359,25794,18060000.0,New Subscription,2018-06-30
360,25795,18060000.0,New Subscription,2018-06-30
361,25796,18060000.0,New Subscription,2018-06-30
362,25797,18060000.0,New Subscription,2018-06-30
363,25798,18060000.0,New Subscription,2018-06-30
364,25799,0.0,New Subscription,2018-07-01
365,25800,0.0,New Subscription,2018-07-01
366,25801,0.0,New Subscription,2018-07-01
367,25802,0.0,New Subscription,2018-07-01
368,25803,0.0,New Subscription,2018-07-01
369,25804,0.0,New Subscription,2018-07-01
370,25805,0.0,New Subscription,2018-07-01
371,25806,0.0,New Subscription,2018-07-01
372,25807,0.0,New Subscription,2018-07-01
373,25808,0.0,New Subscription,2018-07-01
374,25809,18070001.0,New Subscription,2018-07-01
375,25810,18070001.0,New Subscription,2018-07-01
376,25811,18070001.0,New Subscription,2018-07-01
377,25812,18070001.0,New Subscription,2018-07-01
378,25813,18070001.0,New Subscription,2018-07-01
379,25814,18070001.0,New Subscription,2018-07-01
380,25815,18070001.0,New Subscription,2018-07-01
381,25816,18070001.0,New Subscription,2018-07-01
382,25817,18070001.0,New Subscription,2018-07-01
383,25818,18070001.0,New Subscription,2018-07-01
384,25819,18070001.0,New Subscription,2018-07-01
385,25820,18070001.0,New Subscription,2018-07-01
386,25821,18070001.0,New Subscription,2018-07-01
387,25822,18070000.0,New Subscription,2018-07-01
388,25823,18070000.0,New Subscription,2018-07-01
389,25824,18070000.0,New Subscription,2018-07-01
390,25825,18070000.0,New Subscription,2018-07-01
391,25826,18070000.0,New Subscription,2018-07-01
392,25827,18070000.0,New Subscription,2018-07-01
393,25828,18070000.0,New Subscription,2018-07-01
394,25829,18070000.0,New Subscription,2018-07-01
395,25830,18070000.0,New Subscription,2018-07-01
396,25831,18070000.0,New Subscription,2018-07-01
397,25832,18070000.0,New Subscription,2018-07-01
398,25833,18070000.0,New Subscription,2018-07-01
399,25834,18070000.0,New Subscription,2018-07-01
400,25835,18070000.0,New Subscription,2018-07-01
401,25836,0.0,New Subscription,2018-07-02
402,25837,0.0,New Subscription,2018-07-02
403,25838,0.0,New Subscription,2018-07-02
404,25839,0.0,New Subscription,2018-07-02
405,25840,0.0,New Subscription,2018-07-02
406,25841,0.0,New Subscription,2018-07-02
407,25842,0.0,New Subscription,2018-07-02
408,25843,0.0,New Subscription,2018-07-02
409,25844,0.0,New Subscription,2018-07-02
410,25845,0.0,New Subscription,2018-07-02
411,25846,18070001.0,New Subscription,2018-07-02
412,25847,18070001.0,New Subscription,2018-07-02
413,25848,18070001.0,New Subscription,2018-07-02
414,25849,18070001.0,New Subscription,2018-07-02
415,25850,18070001.0,New Subscription,2018-07-02
416,25851,18070001.0,New Subscription,2018-07-02
417,25852,18070001.0,New Subscription,2018-07-02
418,25853,18070001.0,New Subscription,2018-07-02
419,25854,18070001.0,New Subscription,2018-07-02
420,25855,18070001.0,New Subscription,2018-07-02
421,25856,18070001.0,New Subscription,2018-07-02
422,25857,18070001.0,New Subscription,2018-07-02
423,25858,18070001.0,New Subscription,2018-07-02
424,25859,18070000.0,New Subscription,2018-07-02
425,25860,18070000.0,New Subscription,2018-07-02
426,25861,18070000.0,New Subscription,2018-07-02
427,25862,18070000.0,New Subscription,2018-07-02
428,25863,18070000.0,New Subscription,2018-07-02
429,25864,18070000.0,New Subscription,2018-07-02
430,25865,18070000.0,New Subscription,2018-07-02
431,25866,18070000.0,New Subscription,2018-07-02
432,25867,18070000.0,New Subscription,2018-07-02
433,25868,18070000.0,New Subscription,2018-07-02
434,25869,18070000.0,New Subscription,2018-07-02
435,25870,18070000.0,New Subscription,2018-07-02
436,25871,18070000.0,New Subscription,2018-07-02
437,25872,18070000.0,New Subscription,2018-07-02
438,25873,0.0,New Subscription,2018-07-03
439,25874,0.0,New Subscription,2018-07-03
440,25875,0.0,New Subscription,2018-07-03
441,25876,0.0,New Subscription,2018-07-03
442,25877,0.0,New Subscription,2018-07-03
443,25878,0.0,New Subscription,2018-07-03
444,25879,0.0,New Subscription,2018-07-03
445,25880,0.0,New Subscription,2018-07-03
446,25881,0.0,New Subscription,2018-07-03
447,25882,0.0,New Subscription,2018-07-03
448,25883,18070001.0,New Subscription,2018-07-03
449,25884,18070001.0,New Subscription,2018-07-03
450,25885,18070001.0,New Subscription,2018-07-03
451,25886,18070001.0,New Subscription,2018-07-03
452,25887,18070001.0,New Subscription,2018-07-03
453,25888,18070001.0,New Subscription,2018-07-03
454,25889,18070001.0,New Subscription,2018-07-03
455,25890,18070001.0,New Subscription,2018-07-03
456,25891,18070001.0,New Subscription,2018-07-03
457,25892,18070001.0,New Subscription,2018-07-03
458,25893,18070001.0,New Subscription,2018-07-03
459,25894,18070001.0,New Subscription,2018-07-03
460,25895,18070001.0,New Subscription,2018-07-03
461,25896,18070000.0,New Subscription,2018-07-03
462,25897,18070000.0,New Subscription,2018-07-03
463,25898,18070000.0,New Subscription,2018-07-03
464,25899,18070000.0,New Subscription,2018-07-03
465,25900,18070000.0,New Subscription,2018-07-03
466,25901,18070000.0,New Subscription,2018-07-03
467,25902,18070000.0,New Subscription,2018-07-03
468,25903,18070000.0,New Subscription,2018-07-03
469,25904,18070000.0,New Subscription,2018-07-03
470,25905,18070000.0,New Subscription,2018-07-03
471,25906,18070000.0,New Subscription,2018-07-03
472,25907,18070000.0,New Subscription,2018-07-03
473,25908,18070000.0,New Subscription,2018-07-03
474,25909,18070000.0,New Subscription,2018-07-03
475,25910,0.0,New Subscription,2018-07-04
476,25911,0.0,New Subscription,2018-07-04
477,25912,0.0,New Subscription,2018-07-04
478,25913,0.0,New Subscription,2018-07-04
479,25914,0.0,New Subscription,2018-07-04
480,25915,0.0,New Subscription,2018-07-04
481,25916,0.0,New Subscription,2018-07-04
482,25917,0.0,New Subscription,2018-07-04
483,25918,0.0,New Subscription,2018-07-04
484,25919,0.0,New Subscription,2018-07-04
485,25920,18070001.0,New Subscription,2018-07-04
486,25921,18070001.0,New Subscription,2018-07-04
487,25922,18070001.0,New Subscription,2018-07-04
488,25923,18070001.0,New Subscription,2018-07-04
489,25924,18070001.0,New Subscription,2018-07-04
490,25925,18070001.0,New Subscription,2018-07-04
491,25926,18070001.0,New Subscription,2018-07-04
492,25927,18070001.0,New Subscription,2018-07-04
493,25928,18070001.0,New Subscription,2018-07-04
494,25929,18070001.0,New Subscription,2018-07-04
495,25930,18070001.0,New Subscription,2018-07-04
496,25931,18070001.0,New Subscription,2018-07-04
497,25932,18070001.0,New Subscription,2018-07-04
498,25933,18070000.0,New Subscription,2018-07-04
499,25934,18070000.0,New Subscription,2018-07-04
500,25935,18070000.0,New Subscription,2018-07-04
501,25936,18070000.0,New Subscription,2018-07-04
502,25937,18070000.0,New Subscription,2018-07-04
503,25938,18070000.0,New Subscription,2018-07-04
504,25939,18070000.0,New Subscription,2018-07-04
505,25940,18070000.0,New Subscription,2018-07-04
506,25941,18070000.0,New Subscription,2018-07-04
507,25942,18070000.0,New Subscription,2018-07-04
508,25943,18070000.0,New Subscription,2018-07-04
509,25944,18070000.0,New Subscription,2018-07-04
510,25945,18070000.0,New Subscription,2018-07-04
511,25946,18070000.0,New Subscription,2018-07-04
512,25947,0.0,New Subscription,2018-07-05
513,25948,0.0,New Subscription,2018-07-05
514,25949,0.0,New Subscription,2018-07-05
515,25950,0.0,New Subscription,2018-07-05
516,25951,0.0,New Subscription,2018-07-05
517,25952,0.0,New Subscription,2018-07-05
518,25953,0.0,New Subscription,2018-07-05
519,25954,0.0,New Subscription,2018-07-05
520,25955,0.0,New Subscription,2018-07-05
521,25956,0.0,New Subscription,2018-07-05
522,25957,18070001.0,New Subscription,2018-07-05
523,25958,18070001.0,New Subscription,2018-07-05
524,25959,18070001.0,New Subscription,2018-07-05
525,25960,18070001.0,New Subscription,2018-07-05
526,25961,18070001.0,New Subscription,2018-07-05
527,25962,18070001.0,New Subscription,2018-07-05
528,25963,18070001.0,New Subscription,2018-07-05
529,25964,18070001.0,New Subscription,2018-07-05
530,25965,18070001.0,New Subscription,2018-07-05
531,25966,18070001.0,New Subscription,2018-07-05
532,25967,18070001.0,New Subscription,2018-07-05
533,25968,18070001.0,New Subscription,2018-07-05
534,25969,18070001.0,New Subscription,2018-07-05
535,25970,18070000.0,New Subscription,2018-07-05
536,25971,18070000.0,New Subscription,2018-07-05
537,25972,18070000.0,New Subscription,2018-07-05
538,25973,18070000.0,New Subscription,2018-07-05
539,25974,18070000.0,New Subscription,2018-07-05
540,25975,18070000.0,New Subscription,2018-07-05
541,25976,18070000.0,New Subscription,2018-07-05
542,25977,18070000.0,New Subscription,2018-07-05
543,25978,18070000.0,New Subscription,2018-07-05
544,25979,18070000.0,New Subscription,2018-07-05
545,25980,18070000.0,New Subscription,2018-07-05
546,25981,18070000.0,New Subscription,2018-07-05
547,25982,18070000.0,New Subscription,2018-07-05
548,25983,18070000.0,New Subscription,2018-07-05
549,25984,0.0,New Subscription,2018-07-06
550,25985,0.0,New Subscription,2018-07-06
551,25986,0.0,New Subscription,2018-07-06
552,25987,0.0,New Subscription,2018-07-06
553,25988,0.0,New Subscription,2018-07-06
554,25989,0.0,New Subscription,2018-07-06
555,25990,0.0,New Subscription,2018-07-06
556,25991,0.0,New Subscription,2018-07-06
557,25992,0.0,New Subscription,2018-07-06
558,25993,0.0,New Subscription,2018-07-06
559,25994,18070001.0,New Subscription,2018-07-06
560,25995,18070001.0,New Subscription,2018-07-06
561,25996,18070001.0,New Subscription,2018-07-06
562,25997,18070001.0,New Subscription,2018-07-06
563,25998,18070001.0,New Subscription,2018-07-06
564,25999,18070001.0,New Subscription,2018-07-06
565,26000,18070001.0,New Subscription,2018-07-06
566,26001,18070001.0,New Subscription,2018-07-06
567,26002,18070001.0,New Subscription,2018-07-06
568,26003,18070001.0,New Subscription,2018-07-06
569,26004,18070001.0,New Subscription,2018-07-06
570,26005,18070001.0,New Subscription,2018-07-06
571,26006,18070001.0,New Subscription,2018-07-06
572,26007,18070000.0,New Subscription,2018-07-06
573,26008,18070000.0,New Subscription,2018-07-06
574,26009,18070000.0,New Subscription,2018-07-06
575,26010,18070000.0,New Subscription,2018-07-06
576,26011,18070000.0,New Subscription,2018-07-06
577,26012,18070000.0,New Subscription,2018-07-06
578,26013,18070000.0,New Subscription,2018-07-06
579,26014,18070000.0,New Subscription,2018-07-06
580,26015,18070000.0,New Subscription,2018-07-06
581,26016,18070000.0,New Subscription,2018-07-06
582,26017,18070000.0,New Subscription,2018-07-06
583,26018,18070000.0,New Subscription,2018-07-06
584,26019,18070000.0,New Subscription,2018-07-06
585,26020,18070000.0,New Subscription,2018-07-06
586,26021,0.0,New Subscription,2018-07-07
587,26022,0.0,New Subscription,2018-07-07
588,26023,0.0,New Subscription,2018-07-07
589,26024,0.0,New Subscription,2018-07-07
590,26025,0.0,New Subscription,2018-07-07
591,26026,0.0,New Subscription,2018-07-07
592,26027,0.0,New Subscription,2018-07-07
593,26028,0.0,New Subscription,2018-07-07
594,26029,0.0,New Subscription,2018-07-07
595,26030,0.0,New Subscription,2018-07-07
